Simulation_ID,Final_Net_Worth,Final_Roth_Balance,Total_Conversions,Total_Taxes,Roth_Preserved,Years_With_Shortfall,Worst_Year_Return,Best_Year_Return,Sequence_Risk
206,29459184.37604914,9744500.033519695,616375.7038980415,385292.8678015444,True,0,-0.030735387660838727,0.2468577581012934,0.036240658772684106
207,3314123.0075336723,1413193.132536485,582746.399210257,446115.57450201584,False,0,-0.1081544314011221,0.12880383846788923,0.08977818910878976
208,7393287.183872109,3125763.13072987,597122.6159104485,390315.87172719085,True,0,-0.044633479491622524,0.2139797713969994,0.06689190760856006
209,9708509.552623514,2862119.2400456276,627143.9284253758,384849.4703210071,True,0,-0.01542928063193643,0.14489196451916267,0.04134330308303545
210,18530221.34439907,4313073.93951777,669733.7056034356,378918.5491984503,True,0,0.025808243150212334,0.23102529540275402,0.10389859062757925
211,25439267.967656575,6315951.225714646,653442.8515662209,379589.3490705709,True,0,-0.01922262547154887,0.23295758006277673,0.08220084364173408
212,9103186.602297878,3330091.5908531738,609792.8536683965,385563.9263404121,True,0,-0.07902769763344732,0.1764332000925766,0.04239146847559677
213,7813877.335056581,2502228.514062328,627639.1122153876,384829.0804002419,True,0,-0.12894328965706206,0.17997539468575388,0.03109596470557948
214,6124015.737563384,2206500.963813186,616916.8297766128,385270.58614772087,True,0,-0.038282329887107086,0.1239609908627415,0.021808445010303053
215,7049845.181372438,3492598.9320621868,567198.5898499945,432571.3036360993,True,0,-0.16604623500092744,0.1791401360322311,0.1126201209907577
216,9307409.673874915,2691852.674570547,649781.0126474686,378980.94080720237,True,0,-0.03515807234034526,0.23189813303576626,0.020321374719730848
217,5494633.795615574,1949516.8135250353,581707.3445604043,390543.01060716616,True,0,-0.126498340264098,0.11435827703901705,0.05197342799645041
218,18988192.398806285,4666798.198541073,662487.293913334,379216.930856278,True,0,-0.02846542904243033,0.23848887332174493,0.0911525651231836
219,8240934.895280419,3171577.861861197,601985.3311018455,385885.4125637407,True,0,-0.042032937971255555,0.18240350331882044,0.026863961744725197
220,7794728.039056278,2580955.175700852,605093.4360097421,385757.43177341553,True,0,-0.01666575627668919,0.1292841792499647,0.021084354124122053
221,7083802.086979544,2288663.8680131375,609278.5474898908,385585.10365364474,True,0,-0.0034063653868158517,0.11995013167458884,0.009484897221595748
222,18901157.318181783,4022804.1268448518,704693.7741938864,373241.9005205736,True,0,-0.07043323896793018,0.3156403970194422,0.1380011670118621
223,26187650.762325134,7014357.5190576445,649230.4369427729,378859.81415216933,True,0,0.0006226192065801992,0.187073822380189,0.054571000814724935
224,8923739.06244488,2199320.8414854445,690271.0369088181,375317.4228260754,True,0,-0.04551581440968371,0.28523798889957774,0.0966296417671926
225,4298386.20640828,2522158.346394335,437198.5898499945,326029.106036569,False,0,-0.16964936319310805,0.22108924028400062,0.15998299531154145
226,4179629.5451636566,1544278.4975254142,601545.7371387854,421434.98312114115,True,0,-0.06925909222493222,0.12734015894322623,0.05862421138746879
227,5376399.807791988,2492796.2907589898,580511.5798919685,435563.66969092155,True,0,-0.10176985847618374,0.11921567998598731,0.07622580007246713
228,15745827.634497391,3921580.7799771233,722143.5259209528,372523.38133181207,True,0,-0.07524802011873508,0.40857174919412725,0.13069151976574234
229,2416849.8594153295,640621.9994013841,567198.5898499945,343156.8508034279,False,0,-0.17170673891343408,0.18617061855334394,0.1200485406690853
230,10053439.83718688,2672068.1097578695,690271.0369088181,374317.4873351697,True,0,-0.05091997946892071,0.3162239561089595,0.0865938974126326
231,13632849.30641648,4135853.039951076,647198.5898499945,380533.322473386,True,0,-0.023267214923241235,0.1600841898264454,0.02593186276465506
232,15908572.957774265,4479778.82593923,640079.9322853441,384316.8113385378,True,0,0.006579633277876835,0.16608223989862503,0.033329996136945525
233,21029260.645252384,4954355.505542257,657343.5420415899,379428.7324039381,True,0,-0.024930928175120062,0.18467952314437447,0.08062786239402078
234,9562452.236263705,2631842.4945230777,642564.1457353245,384214.5201964798,True,0,-0.0406036530026512,0.20431319357946084,0.0077870591510489084
235,2278157.5654451926,501929.7054312473,432493.0199483938,277854.34233619267,False,0,-0.18354596105917723,0.20943633586227034,0.15263858009206546
236,11952262.456854848,3162333.9011734584,665940.7812537143,379074.72843638,True,0,-0.07197171271009424,0.20305385703277146,0.05215111771790906
237,11636209.698340314,2668906.9167829766,653610.8840317046,379582.43008669803,True,0,-0.12499957443487425,0.19521308456720493,0.0922389423453801
238,6156506.981372247,2172220.627062499,641937.3679316597,384240.32869427773,True,0,-0.07917959390074292,0.2097276176294963,0.03518335221143646
239,18772805.034761272,4580872.21594522,679425.5683959204,378519.4724952303,True,0,-0.018259432751787985,0.26326873022528996,0.08882517681356522
240,7025788.9568216605,2126013.6763772066,663735.5094462095,379165.5337461008,True,0,-0.11338332155038798,0.2369494602810774,0.05205468849499298
241,7224904.290243317,2118874.571378137,647198.5898499945,382226.83729471813,True,0,-0.10040738371617507,0.2072235120524678,0.025252764278857698
242,56947151.83046667,15862440.369571894,626315.6315679149,384883.57666219666,True,0,0.03523845365369124,0.3159449943308563,0.050444822111421886
243,20188555.712721054,4810702.546465407,690271.0369088181,376010.48787006375,True,0,-0.01146967836968217,0.2640654598662918,0.08487754137421422
244,11947776.475972451,2654076.0758552277,647198.5898499945,379564.1315379258,True,0,-0.08971757245578908,0.1972010493737484,0.08801552796239154
245,20375842.07079108,5290392.463554631,690271.0369088181,377446.6336997934,True,0,-0.018240844495098156,0.31625464112927915,0.08253284591059529
246,16558403.577931345,4825693.603998757,632397.086506411,384633.163811788,True,0,0.013890820060793455,0.18748850186227473,0.022833897342073695
247,1776227.8600139453,0.0,409681.9458866237,256994.55587411422,False,1,-0.24940886269888868,0.1416789149081597,0.1482580504464803
248,3662693.4137324644,1382369.8924682885,604221.5264294572,427978.47659467784,True,0,-0.06843040502116927,0.13324381901217827,0.07062206987216221
249,8330759.807911452,2614705.349409974,605264.6806948908,385750.3805216741,True,0,-0.047082209191485425,0.16093490616039635,0.021288996543625205
250,1781603.5211510875,5375.661137142277,378547.54388859717,280244.16428360564,False,0,-0.2525819357032901,0.16556045080405257,0.19246795634839955
251,4633805.67827726,1734667.8219706414,594064.4320368893,413607.0842591688,True,0,-0.07327236804102812,0.16126567907946093,0.06825605095983056
252,14304473.730822822,3693873.246732309,646777.8435904597,384041.0149906801,True,0,-0.0007806286665243091,0.1651754351471902,0.06640944688688416
253,8473507.078804513,3338657.9163373196,601347.0706046992,385911.69387832907,True,0,-0.0354926022529963,0.1373538078435336,0.04632855635593712
254,2421272.8854982546,645045.0254843095,384411.8087868508,282786.89139482664,False,0,-0.3310871668582744,0.1438117075481171,0.16541269798728148
255,8375769.497375209,2980891.3715478764,631238.6947233363,384680.8622969734,True,0,-0.06109333707373365,0.19602659400409514,0.0002643855704653614
256,2900932.5061321836,1124704.6461182383,537198.5898499945,382022.32205566386,False,0,-0.2512823487304342,0.1356298858146388,0.11717421358997068
257,6963805.353916351,2107272.9493939127,642700.0901600326,384208.92248487414,True,0,-0.02011737414034765,0.14037026887946585,0.017391589603542493
258,10337021.051187307,3218933.8915773733,627605.6124787936,384830.4598011605,True,0,-0.04108682084496918,0.23327380486838187,0.0022049153918837078
259,12203771.84044733,2664254.9730790867,676695.8666699936,378631.8719780626,True,0,-0.0532961830402447,0.22237534809906173,0.133675092825141
260,43361936.23975688,9753157.089677036,706852.5963240504,373153.0078446257,True,0,-0.005330305962263537,0.2792339597345872,0.15536175059122548
261,3465306.592129837,1302012.4874835536,615396.2817881564,433579.99499288166,True,0,-0.0664220794595783,0.13477624646313344,0.043547019070675964
262,6371861.828351121,1564514.9335624408,661912.860389008,379240.5840013973,True,0,-0.10366226545030639,0.2914650471131181,0.047814809176026776
263,10830365.50182707,3068202.6005753675,647198.5898499945,383868.20515192946,True,0,-0.019357322267582147,0.17653255566173023,0.015256248424673893
264,8992049.795112705,2523219.507301142,647198.5898499945,381526.32877212984,True,0,-0.06815020020666615,0.1373747171870744,0.05152350178337818
265,30796044.746314712,8792458.238399591,630837.3827982232,384697.38690565457,True,0,-0.01618638121298744,0.2623826638951191,0.03984343782103977
266,2167209.3677086276,390981.50769468234,601966.2386993485,359799.4990910465,False,0,-0.10406349894741761,0.0864763556703421,0.08654007159509411
267,9948819.51207122,3114177.7981830034,617012.0578819709,385266.6649904414,True,0,-0.035803311496856824,0.20149086182117168,0.02973969566462399
268,10761857.779984234,2789689.504982304,647198.5898499945,381543.80801694724,True,0,-0.011046600302764348,0.19346148279840228,0.08144139321933708
269,28884101.229748756,7732259.736530958,660041.652003961,379317.6337584287,True,0,0.0020944193681684356,0.2723061759516381,0.03837344760543843
270,23216993.447641075,5871267.12413188,702707.7309627322,373323.67877126817,True,0,-0.07657627024001376,0.3446694044258221,0.11796669992198383
271,2168213.1486005047,391985.2885865596,487198.5898499945,315196.50511035224,False,0,-0.1295482134643857,0.11168682381455199,0.14738949293492892
272,8582295.833743436,2148405.7254536967,690271.0369088181,377356.5289945584,True,0,-0.0482362783532127,0.31117800746591895,0.08973578694268161
273,11032018.871132785,2909112.432611078,651775.0343595272,379419.62558385526,True,0,-0.06892651679747137,0.1901108556402306,0.07496623135078437
274,14308988.297223533,3959983.875962388,581630.5871937054,386723.5490776053,True,0,-0.12853184805271706,0.25762707447417504,0.031507976392061515
275,11412039.02703402,3811008.0922062374,624130.3344247873,384973.5594857372,True,0,-0.028426154083200372,0.19451587514967064,0.009450810340969652
276,13886234.73761356,6276962.921444537,598052.740906001,386047.3427482755,True,0,-0.06964475902345577,0.2375318878662308,0.09517054087703107
277,3939269.121695374,1722806.720873565,567198.5898499945,447351.45750651817,True,0,-0.20358425339617658,0.18246071156851573,0.0722926676259184
278,9629800.371824559,2803993.2573223524,617931.1079074928,385228.82175409637,True,0,-0.012091809505943083,0.14914354610272826,0.007505076682325834
279,29898699.7898987,6072142.550057124,716876.2280686537,372740.2700669067,True,0,-0.021911347158805994,0.3233082285680111,0.1782493810677245
280,1901685.4691730042,125457.60915905882,487198.5898499945,294656.6745267573,False,0,-0.19384447818435008,0.1376641198245629,0.11357547707865376
281,13521197.37242058,3266450.5130480896,690271.0369088181,377034.1519850403,True,0,-0.012897015104015811,0.2722428918769086,0.10933274716731894
282,1776227.8600139453,0.0,277500.69757704396,221106.67705855126,False,3,-0.35458347185985967,0.12913028442460253,0.19570575485246355
283,7619202.1017579455,1981552.7673781344,647198.5898499945,379457.00452782214,True,0,-0.10578342590732913,0.17470737763412614,0.0895700249632567
284,7684048.292991371,2525805.776953518,596224.5434489108,386122.62146709685,True,0,-0.07585881239354933,0.1535765018999645,0.009436409995544494
285,9027906.173205737,3888246.3146156,603701.6799367492,385814.73937642114,True,0,-0.047841321722092656,0.22754497050363282,0.07351177785073408
286,3249853.2123848144,874397.431193157,636244.1750203335,407099.14432351047,True,0,-0.10529117948873598,0.11890326038523737,0.0004411672413564341
287,2743943.9233987518,967716.0633848064,579443.9734348736,399662.29190704226,False,0,-0.17081444266942766,0.15557435435871336,0.07732239166666728
288,13315570.136204056,4129460.180599501,623274.5127533916,385008.7992016182,True,0,-0.09797527901662884,0.18175784518322044,0.016205773238651383
289,8173327.720513204,2198634.701107108,636619.2041054467,384459.3119106512,True,0,-0.12202323735126565,0.18668001857912092,0.05758720550677385
290,2775700.817828388,848652.2887914241,597474.8894017737,435284.1551065981,True,0,-0.1145536782653747,0.10804591885846446,0.06006549714492389
291,7902322.739704857,2119249.0410312116,647198.5898499945,378514.0852943142,True,0,-0.05309740739912318,0.19835384986593366,0.05526960480007198
292,19734082.67709034,5485325.512782472,645516.5038631395,384092.9525088639,True,0,-0.023826029332635678,0.21347226341710668,0.07875235251846177
293,9852046.835823866,3994511.453146555,567198.5898499945,387986.65461009776,True,0,-0.19017347858398925,0.18145958918084515,0.06438683834229972
294,8740974.744726364,2247839.764940733,637314.7855375753,384430.6703222695,True,0,-0.07515713868281892,0.16892164350284872,0.044693794966193384
295,11745576.70685371,3405934.3918400332,647198.5898499945,378908.8638310626,True,0,-0.047395790045711615,0.196807596126798,0.021606856642466185
296,9616064.029564556,2888817.2499099374,612240.9994709105,385463.12033677916,True,0,-0.0657060457161765,0.17147956382055146,0.009432888868764755
297,11572667.920748658,3152644.7168112216,647198.5898499945,382040.9597891279,True,0,-0.03537817429008734,0.15163944995079467,0.05790168803014792
298,21806033.54377406,4529536.253468594,680567.2367241476,378472.4626228916,True,0,-0.03693518261993381,0.26014610264906435,0.15918555294656303
299,17311418.983731728,4451830.8810053775,662299.4225062728,379224.6667377452,True,0,0.019698187423136768,0.2574465474670892,0.06065472039183978
300,5711072.8065797,2127346.616460385,606077.913978267,389383.39374703745,True,0,-0.07456971088463356,0.17163418472932876,0.036142832447751225
301,2620493.609864019,844265.7498500734,386607.2558622329,280756.49199815764,False,0,-0.24264296061718382,0.16866557851370265,0.1730699781452606
302,10658282.376616178,3474155.131411781,611831.2423343868,385479.9926894596,True,0,-0.0647342377958891,0.15681520829133813,0.032315343924915675
303,5928682.526511106,1322541.1718061499,647198.5898499945,382348.8495438184,True,0,-0.10235031227378774,0.16325866735414102,0.06499232943882406
304,5075515.145317992,1394204.211203275,638854.2777253118,384367.2794674803,True,0,-0.08008739827340891,0.12621225370192155,0.02549008553772715
305,10717727.029605394,2221218.0811177655,735935.0784375271,366618.56502219173,True,0,-0.06636579213181182,0.4169940964349286,0.1712160496870385
306,13034934.64642066,4372075.689744882,605650.4296781394,385734.4967400109,True,0,-0.05951497941539112,0.21356857801944382,0.02026351941945824
307,19319162.29980712,6703279.781213881,613848.1511015419,385396.94350492966,True,0,-0.02844522765043509,0.19615895725933225,0.008907898412546786
308,4203811.844994689,2382438.638800806,599681.882474746,458512.9117534603,True,0,-0.14211406028658197,0.16978082865480423,0.1047621972936154
309,12184729.935836721,2640740.0897348044,697641.383092351,373532.2930953427,True,0,-0.08711966249680779,0.34014628211951436,0.1300628759499986
310,13133045.166849026,3233109.2190106497,647198.5898499945,381471.4678900217,True,0,-0.06555560336119559,0.1906944961347795,0.051739229751813345
311,5064188.653747057,3287960.793733111,487198.5898499945,394841.5108277905,False,0,-0.20851120386621375,0.2795860509435167,0.11871406400710507
312,25905258.87707907,7780789.933246013,647198.5898499945,382986.1753022795,True,0,-0.027906297165010058,0.19111451575866023,0.002200750810060846
313,7421579.219619134,1794170.655440689,668829.8209690584,378955.7679775129,True,0,-0.07171808181104807,0.21942634956301807,0.0618429759271555
314,4673206.570045568,1557632.5488606514,595662.2529943698,393522.82579357526,True,0,-0.06396570859969647,0.11682101872582268,0.026471987515411737
315,8229084.187773356,4374571.990150609,589365.6330317704,437928.40084642253,True,0,-0.13683626947239713,0.2075671576753179,0.13371626629966582
316,38106365.96847634,7138351.1900416305,739913.7608758769,353034.5071384771,True,0,-0.08231237389547748,0.46671255547626933,0.21472145151777366
317,1929163.4888617755,152935.62884783017,609469.5144846388,366969.5842695882,False,0,-0.13469002766666333,0.051619993548567104,0.05038366706890501
318,12297382.31011171,3331219.797467821,647198.5898499945,381560.0867206192,True,0,-0.06612316048099759,0.25494608610338254,0.03444383482485078
319,7166377.902385607,1683033.9790923698,668305.5750122084,378977.3545757361,True,0,-0.08747346556076627,0.21413585269125165,0.06130812902516622
320,21192521.667991903,7649855.381254378,603774.2405458523,385811.75158663455,True,0,-0.09159542226828535,0.3145690738621039,0.019526964513746935
321,37408293.9280442,7928868.307577634,689984.3517988229,378084.69906099315,True,0,-0.06485391506464203,0.26615225846769996,0.14403903331415893
322,12859897.30788642,3534853.2246766835,636491.2844502783,384464.57919056993,True,0,-0.013488049775110814,0.16661707134842632,0.03155731983357318
323,4722183.565297474,1812572.9218663066,592853.1877846199,416772.15648510173,True,0,-0.0889655901320019,0.1750067870267646,0.033944962756241905
324,3221219.924205033,1128014.0531533167,594824.2132089762,432526.2284214179,False,0,-0.053652552402493926,0.11668422958927271,0.08328061296750833
325,4244128.920969071,1126726.527624712,633249.0508520838,384598.0829269662,True,0,-0.08253460027988885,0.10980858896838655,0.02144639505605299
326,28828949.56250299,7173411.973038225,649694.8120242299,378961.9766700899,True,0,-0.014635336480541964,0.23167246212111603,0.06858550627272642
327,5254436.20487692,1229527.50602311,647198.5898499945,380148.49681966746,True,0,-0.08213302533373162,0.20434565716200725,0.0396438460981406
328,5606042.155640949,1855755.7118973355,615279.768107717,385337.9945693813,True,0,-0.06084644291367754,0.14342443024097698,0.023321371418902517
329,7735935.301124991,2251105.7227946944,653135.1272776929,379602.02007068676,True,0,-0.0831944277888532,0.2083323612011016,0.02565391174702379
330,14063231.033685293,4268968.94767582,626768.5867909327,384864.92556477827,True,0,-0.01509617733825059,0.20528143448244837,0.006102014919627766
331,15229690.765727198,3635661.6322259214,665240.7248918368,379103.55428657494,True,0,-0.04298282345552556,0.1923858459530928,0.1118626524864697
332,17880269.18862747,4409385.507894926,656663.129651243,379456.749384717,True,0,-0.008142562943394641,0.17915836736764423,0.0699293854181563
333,18521220.740598638,4269024.278455257,670139.937683503,378901.8219951534,True,0,-0.07055756488826166,0.22316398441884977,0.09304275255063799
334,7620917.523684361,2482687.71379182,620439.410241096,385125.5387168304,True,0,-0.0441026364933982,0.12014208831407201,0.020783585296329482
335,2274603.81255138,498375.9525374347,567198.5898499945,358704.6181896543,False,0,-0.16398798700337622,0.11360399153639905,0.12144303088825067
336,3611813.5547378752,1835585.6947239297,537198.5898499945,392919.6073517076,False,0,-0.2543390922023611,0.21671463127714768,0.13995163256475823
337,4166941.782449997,1681464.0474773764,604126.0803598855,427002.7017978204,True,0,-0.08774708099681922,0.19664587587169363,0.033966020862822334
338,32008365.325606562,6567101.665042318,734886.1573794063,366772.42863174755,True,0,0.004118565322587036,0.40515968894482884,0.18225604137007378
339,34275093.42530145,6319381.926660529,739913.7608758769,348849.8300396273,True,0,-0.0640690486116473,0.47193255228327696,0.22484057883130054
340,2785240.292409414,1009012.4323954686,328219.67357150704,294737.56107060536,False,0,-0.3618846345198582,0.19242172956058487,0.160135032123394
341,13393094.230987126,6879999.035662834,567198.5898499945,430764.5284726571,True,0,-0.17942399579409793,0.25441872044101055,0.10802482600454
342,4684221.740311241,1622961.4421873346,607492.4876148913,398214.7511202165,True,0,-0.09525086008800317,0.13229609599351705,0.06195399683068731
343,5357387.9573800545,3445187.5749858804,567198.5898499945,466085.8299231864,False,0,-0.16770500423947776,0.2040019980805185,0.15339644341248956
344,6719890.928917179,3101825.943085664,567198.5898499945,431619.13466669375,True,0,-0.14501106410648154,0.2091470492365164,0.11149178300452703
345,19846815.357950434,4545795.262512638,690271.0369088181,372908.03618238907,True,0,0.0023763245245183666,0.28919891242166385,0.12411681325802637
346,5922688.962708072,1936843.6821236347,608850.3665943117,385602.734631698,True,0,-0.010118347846115072,0.148263463161746,0.036587541570941996
347,19376000.946253695,3811586.2187738833,739913.7608758769,361262.7668387065,True,0,-0.14121285282816903,0.4701629687170639,0.1880229023009218
348,1909145.662812809,132917.80279886367,387284.82897411764,257127.25661323933,False,0,-0.17275883920957238,0.1768126855070986,0.17143708891035936
349,15608793.74365926,3325126.5395154413,732679.5978954814,372089.54307403736,True,0,-0.10390224450693204,0.4180227044244779,0.1448169907895819
350,10663120.169501292,3190302.856094694,631584.2469753462,384666.6336748318,True,0,-0.04355110891691361,0.15475753398859676,0.02421360784064168
351,23654426.383069,7346123.0418152455,630452.9820632305,384713.2151712131,True,0,0.02337167397488999,0.20057365219220788,0.00018393890645095057
352,20756386.266177606,4579690.105988325,698480.322407174,373497.74853532057,True,0,-0.0401231439152282,0.2950386381788611,0.13124663099355974
353,13794281.32509277,4228503.682000884,651395.9781125346,379336.2332095169,True,0,-0.0655376336072713,0.2580453004957388,0.015822262131826054
354,14980720.333141267,6032400.345820961,594974.2659009844,386174.10348377615,True,0,-0.042935358453826566,0.28237569674195867,0.04840348437191211
355,4912071.305130956,2048532.6705341928,567198.5898499945,426412.3312769794,True,0,-0.17519547614778475,0.16202815541620214,0.08874424842010188
356,3806518.498926549,1790455.632057405,567198.5898499945,455561.9861993105,True,0,-0.20842730310369628,0.19031920482602085,0.10569522968820783
357,31776620.65589674,5566640.775596426,740000.0,331234.12201906514,True,0,-0.019821749767078775,0.5755272842207164,0.24708625771275922
358,2982595.5841392926,1206367.7241253473,537198.5898499945,335008.4058444124,False,0,-0.15200730762858344,0.145443627316507,0.1390400718153976
359,1776227.8600139453,0.0,350542.35373269004,254366.1409711385,False,1,-0.39422990266152963,0.1458888606063869,0.15883929696817317
360,7157041.804856047,1869194.933817211,665890.1420066942,379076.81358184555,True,0,-0.06346723665553763,0.20042561432943073,0.057207057160060304
361,9797643.028364643,3480174.0781485983,613943.9114122224,385393.0004333134,True,0,-0.040169319287486654,0.14989434892848166,0.021842199072524188
362,6552780.822247594,1687878.9369171888,647198.5898499945,382362.6659499304,True,0,-0.08468384116759264,0.14266873031088068,0.055223139579095096
363,2442908.4220580184,666680.562044073,487198.5898499945,325233.11480277934,False,0,-0.24900081024642085,0.1113094567741519,0.1457961969113452
364,3614184.706379504,1125380.5339630684,567198.5898499945,409871.68188655446,True,0,-0.1334863339396752,0.15928418058901175,0.0877423006339416
365,21824814.90254037,6662968.31727171,617580.9454088667,385243.2402099222,True,0,-0.01514307286615206,0.21308870958066617,0.0036102452742116445
366,3264184.7794768033,1089275.8630279584,567198.5898499945,428849.53243419266,True,0,-0.12916322396466232,0.16322772796389726,0.08106707775495045
367,6866527.650094235,1545507.4263189337,647198.5898499945,378738.2546779626,True,0,-0.09638809616958174,0.17285561704097374,0.07127890924596147
368,8791332.643174274,3223028.602381773,605594.1462311638,385736.81429370993,True,0,-0.06486899396492525,0.1753914623687654,0.028724484581849785
369,14462482.137780277,4165435.059486198,647198.5898499945,382801.66235783783,True,0,-0.03716101937595821,0.21140480781577484,0.052553477912519686
370,1776227.8600139453,0.0,168150.10929752965,163844.36826580286,False,13,-0.4951444546937847,0.09984152308372822,0.2053506903549739
371,20420342.21393647,4340514.712677421,695998.0169759612,373599.96111189993,True,0,-0.04252446283973373,0.3320878100481742,0.1457606426912646
372,5822366.716994897,1303793.2209999876,647198.5898499945,382508.96954595234,True,0,-0.11223368225774119,0.17486616143866524,0.076956972829759
373,3495837.3279453716,1271235.3996453243,637851.7013889201,425420.4749025301,True,0,-0.1359007283568365,0.14319257872248298,0.03511277107168608
374,3396364.2395347212,1620136.379520776,427045.9587764462,388443.1301602409,False,0,-0.33117060125668757,0.13702317442950926,0.15386922711091403
375,4303016.168127683,1517444.582717998,567198.5898499945,413240.2612881987,True,0,-0.20669301245190846,0.12449905056398687,0.06276469870764523
376,9504931.912750047,2678896.586046158,642435.9906435576,384219.79717084666,True,0,-0.016794838212959382,0.12333375496761179,0.05149433919958041
377,5892504.569116226,1818389.3340833294,646593.5735346408,384048.6025812138,True,0,-0.07132207915787957,0.14220461949185353,0.02455994786478409
378,8539946.839227546,3537962.5167136714,605478.031551787,385741.5954863902,True,0,-0.07365383082217188,0.17091299721887876,0.0358272297820127
379,5465998.839184508,2354901.0830251677,567198.5898499945,426793.0942794693,True,0,-0.16312932341836686,0.16639377863453433,0.07440717493784238
380,7239223.453278382,1505209.0550781337,690271.0369088181,375454.5839422457,True,0,-0.07497329403109206,0.27485005328645873,0.11653087977600046
381,10139676.450659288,3383867.4285401297,617364.3849901251,385252.15740363504,True,0,-0.03946489245293912,0.2381453163691464,0.004503580527627907
382,4746906.34392822,2212829.2347985925,585286.6762444265,442237.51276026893,True,0,-0.06793696947459033,0.17903428239820643,0.10455440340295093
383,4067313.6888956726,1802402.2113871,567198.5898499945,451783.28219545755,True,0,-0.19093968926941216,0.1661673492030519,0.11455080723299185
384,24971990.40272559,7237379.529083674,635352.6432385341,384511.46441693587,True,0,0.016961450888222353,0.17442617029018354,0.03358101501411728
385,2878363.650310464,1102135.7902965192,487198.5898499945,355921.33057354257,False,0,-0.19901431771928807,0.1912560923708273,0.17258505639286922
386,7800222.793436361,2678569.1637802734,577217.0808388103,386905.2816922186,True,0,-0.17620546329685285,0.17487568506182746,0.04951213783717172
387,5885142.696911586,1879210.7661041324,604000.7421908032,385802.42504831305,True,0,-0.07652581266883055,0.15058038674534285,0.042757866344080665
388,5725849.808439647,1546526.595106963,647198.5898499945,380077.27464659984,True,0,-0.09703717707987142,0.16124797740950902,0.02888722075254954
389,4163914.0161883626,2387686.1561744176,420529.4369734702,305337.27400656266,False,0,-0.19664000719298663,0.26972596939693366,0.15518718072197307
390,19226621.902890503,4313151.447050535,680637.5638843712,378469.56679864705,True,0,-0.08520195611565216,0.3104859440822199,0.10469853071792312
391,24779584.09659561,5475364.230248123,691646.8076972708,372764.6816005118,True,0,-0.00317492151040087,0.35496579383267424,0.12891549207771635
392,5647942.929461627,1765494.852638816,647198.5898499945,381721.20160207007,True,0,-0.08512282882660753,0.1713614106734109,0.005443649414113905
393,8401856.720844518,2155698.1349631315,647198.5898499945,383464.4445278907,True,0,-0.061083331551758074,0.2144161860102022,0.05351017781333843
394,10567785.4724183,2950952.875819966,658021.517906219,379400.8157506886,True,0,-0.06451839821191871,0.1946042740689881,0.06520515228532031
395,6224498.507635131,2054785.3410238507,601319.1744383419,385912.8425440026,True,0,-0.02598813576409402,0.15816483679049118,0.020083069206217927
396,55692381.46385182,13800969.213919936,684445.0230431618,378312.7890685792,True,0,0.015496767258856896,0.2856578203291659,0.08135186387744742
397,4383508.6909572305,2607280.8309432855,567198.5898499945,457462.3747744665,False,0,-0.2712620003840466,0.15511579529197847,0.11640111325609795
398,2313997.766331045,537769.9063170995,567198.5898499945,356178.5163109568,False,0,-0.12423073283837777,0.18114224831681378,0.07192507731409682
399,39819227.33805306,9201067.946525913,670241.4406608822,378897.64246079075,True,0,0.046887025203709916,0.34501354882264557,0.10145619981883969
400,5494898.452152302,2641413.5707574803,604801.5302628848,437768.3580369533,True,0,-0.0939461841628924,0.22109009385070985,0.0633858418933335
401,4598697.63776353,1555208.9945729352,617708.5261800913,400535.4000461325,True,0,-0.06551949148820121,0.11818231642452318,0.007851360970491147
402,10747463.11079108,4106668.276759423,586470.9991894348,386524.2379954282,True,0,-0.1288037248092891,0.23600823018850092,0.0028540126607046745
403,1776227.8600139453,0.0,337284.82897411764,234450.27908281126,False,3,-0.2409717387506234,0.08991593016324227,0.1953022798610558
404,1776227.8600139453,0.0,147564.15419991483,140658.595622239,False,15,-0.48981070076225014,0.15575982988343426,0.26092556694626046
405,14908821.535370657,2853425.088194259,734886.1573794063,367253.9885448689,True,0,-0.05703254347113409,0.5063568906725636,0.17453897510776142
406,7646017.544840449,1994424.5129271562,647198.5898499945,378704.7949583255,True,0,-0.0653484556182623,0.17858988273013207,0.08080618233256312
407,6622006.632947914,1788267.5161979464,639770.0047959529,384329.5730586892,True,0,-0.04964094320978374,0.13254653998507862,0.04739364191946581
408,2678548.510931071,902320.6509171256,604668.6660022145,415011.0611084613,False,0,-0.11772878094704034,0.11180672400030568,0.06833762900335337
409,10792194.375864146,3591872.289728401,618371.0752304761,385210.7054525618,True,0,-0.03938609310705379,0.18668039553719273,0.05307993873623753
410,23640156.001912493,5843654.159451,635799.4888956011,384493.0648898802,True,0,-0.004931667111965433,0.22683006810429415,0.06547933929326272
411,19951480.286878396,5788083.596242652,646445.8961217966,384054.68341586035,True,0,0.038335428368748696,0.19562646317939503,0.03025270717501559
412,8210697.245297967,2838243.8653780646,628926.2201943656,384776.0818364016,True,0,-0.06337544355440898,0.1561082754412895,0.017372172092645834
413,7903093.671717529,2591019.8664248553,638265.7091284015,384391.51464500016,True,0,-0.07133047785746799,0.13976151644184973,0.02021044799950377
414,14441472.111280967,2905718.468909573,739913.7608758769,367156.203518463,True,0,-0.06939999870269797,0.49313047707222174,0.172610283894299
